z11_node6  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node4  | [INFO] 21-01-2026 19:55:00: JOIN_REQUEST id=1332109065 name=node5 uni=5000 from=172.18.0.4
z11_node2  | [INFO] 21-01-2026 19:55:00: JOIN_REQUEST id=1332109065 name=node5 uni=5000 from=172.18.0.4
z11_node0  | [INFO] 21-01-2026 19:55:00: JOIN_REQUEST id=1332109065 name=node5 uni=5000 from=172.18.0.4
z11_node4  | [INFO] 21-01-2026 19:55:02: JOIN_REQUEST id=882587745 name=node6 uni=5000 from=172.18.0.6
z11_node2  | [INFO] 21-01-2026 19:55:02: JOIN_REQUEST id=882587745 name=node6 uni=5000 from=172.18.0.6
z11_node1  | [INFO] 21-01-2026 19:55:03: JOIN_INFLIGHT COMPLETE: new prev=node4 topo=1
z11_node0  | [INFO] 21-01-2026 19:55:03: JOIN_REQUEST id=882587745 name=node6 uni=5000 from=172.18.0.6
z11_node2  | [INFO] 21-01-2026 19:55:04: JOIN_COMMIT: req=4239188680 new=node4 topo=1
z11_node4  | [INFO] 21-01-2026 19:55:04: JOIN_COMMIT: req=4239188680 new=node4 topo=1
z11_node0  | [INFO] 21-01-2026 19:55:04: JOIN_COMMIT: req=4239188680 new=node4 topo=1
z11_node1  | [INFO] 21-01-2026 19:55:05: JOIN_REQUEST id=882587745 name=node6 uni=5000 from=172.18.0.6
z11_node1  | [INFO] 21-01-2026 19:55:05: TOKEN: have_token=1 pending=1 inflight=0
z11_node1  | [INFO] 21-01-2026 19:55:05: JOIN_INFLIGHT START: joiner=node6 req=882587745 (prev=node4 curr=node1)
z11_node4  | [INFO] 21-01-2026 19:55:08: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:55:08: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:55:08: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:09: JOIN_REQUEST id=1332109065 name=node5 uni=5000 from=172.18.0.4
z11_node1  | [INFO] 21-01-2026 19:55:09: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:11: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:16: JOIN_INFLIGHT COMPLETE: new prev=node6 topo=2
z11_node2  | [INFO] 21-01-2026 19:55:17: JOIN_COMMIT: req=882587745 new=node6 topo=2
z11_node0  | [INFO] 21-01-2026 19:55:17: JOIN_COMMIT: req=882587745 new=node6 topo=2
z11_node6  | [INFO] 21-01-2026 19:55:17: JOIN_COMMIT: req=882587745 new=node6 topo=2
z11_node4  | [INFO] 21-01-2026 19:55:17: JOIN_COMMIT: req=882587745 new=node6 topo=2
z11_node6  | [INFO] 21-01-2026 19:55:18: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:55:18: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:55:18: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node4  | [INFO] 21-01-2026 19:55:18: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:20: JOIN_COMMIT: req=4239188680 new=node4 topo=1
z11_node1  | [INFO] 21-01-2026 19:55:20: TOKEN: have_token=1 pending=1 inflight=0
z11_node1  | [INFO] 21-01-2026 19:55:20: JOIN_INFLIGHT START: joiner=node5 req=1332109065 (prev=node6 curr=node1)
z11_node1  | [INFO] 21-01-2026 19:55:24: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:24: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:26: JOIN_COMMIT: req=882587745 new=node6 topo=2
z11_node1  | [INFO] 21-01-2026 19:55:26: TOKEN: have_token=1 pending=1 inflight=1
z11_node4  | [INFO] 21-01-2026 19:55:28: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:55:28: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:55:28: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node6  | [INFO] 21-01-2026 19:55:28: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:29: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:29: TOKEN: have_token=1 pending=1 inflight=1
z11_node5  | [INFO] 21-01-2026 19:55:30: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:33: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:33: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:34: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:35: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:36: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:37: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:38: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:39: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:40: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:41: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:43: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:44: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:46: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:47: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:48: JOIN_INFLIGHT COMPLETE: new prev=node5 topo=3
z11_node1  | [INFO] 21-01-2026 19:55:49: TOKEN: have_token=1 pending=1 inflight=0
z11_node1  | [INFO] 21-01-2026 19:55:49: JOIN_INFLIGHT START: joiner=node3 req=3305714384 (prev=node5 curr=node1)
z11_node0  | [INFO] 21-01-2026 19:55:49: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node5  | [INFO] 21-01-2026 19:55:49: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node2  | [INFO] 21-01-2026 19:55:49: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node4  | [INFO] 21-01-2026 19:55:49: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node6  | [INFO] 21-01-2026 19:55:49: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node1  | [INFO] 21-01-2026 19:55:53: JOIN_COMMIT: req=1332109065 new=node5 topo=3
z11_node1  | [INFO] 21-01-2026 19:55:53: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:55: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 21-01-2026 19:55:57: TOKEN: have_token=1 pending=0 inflight=1
z11_node4  | [INFO] 21-01-2026 19:55:58: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:55:58: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:55:58: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node6  | [INFO] 21-01-2026 19:55:58: JOIN_REQUEST id=3305714384 name=node3 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:55:59: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 21-01-2026 19:56:03: JOIN_INFLIGHT COMPLETE: new prev=node3 topo=4
z11_node1  | [INFO] 21-01-2026 19:56:05: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:56:09: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:56:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:56:13: JOIN_COMMIT: req=3305714384 new=node3 topo=4
z11_node0  | [INFO] 21-01-2026 19:56:24: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:56:24: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:56:36: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:56:36: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:56:41: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:56:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:56:53: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:56:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:57:02: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:57:02: TOKEN: have_token=1 pending=0 inflight=0

