z11_node5  | [INFO] Delaying start by 4s
z11_node5  | [INFO] 20-01-2026 19:23:53: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 20-01-2026 19:23:53: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node0  | [INFO] 20-01-2026 19:23:53: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node1  | [INFO] 20-01-2026 19:23:53: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node0  | [INFO] 20-01-2026 19:23:55: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 20-01-2026 19:23:55: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node6  | [INFO] 20-01-2026 19:23:55: Node initalized, waiting for UDP packets
z11_node1  | [INFO] 20-01-2026 19:23:56: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 20-01-2026 19:23:59: JOIN_COMMIT: req=338830663 new=node3 topo=1
z11_node0  | [INFO] 20-01-2026 19:23:59: JOIN_COMMIT: req=338830663 new=node3 topo=1
z11_node2  | [INFO] 20-01-2026 19:23:59: JOIN_INFLIGHT COMPLETE: new prev=node3 topo=1
z11_node2  | [INFO] 20-01-2026 19:23:59: JOIN_REQUEST id=1218047126 name=node4 uni=5000 from=172.18.0.8
z11_node2  | [INFO] 20-01-2026 19:23:59: TOKEN: have_token=1 pending=1 inflight=0
z11_node2  | [INFO] 20-01-2026 19:23:59: JOIN_INFLIGHT START: joiner=node4 req=1218047126 (prev=node3 curr=node2)
z11_node1  | [INFO] 20-01-2026 19:24:00: JOIN_COMMIT: req=338830663 new=node3 topo=1
z11_node1  | [INFO] 20-01-2026 19:24:03: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node0  | [INFO] 20-01-2026 19:24:03: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node3  | [INFO] 20-01-2026 19:24:03: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node4  | [INFO] 20-01-2026 19:24:03: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node1  | [INFO] 20-01-2026 19:24:05: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node0  | [INFO] 20-01-2026 19:24:05: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node4  | [INFO] 20-01-2026 19:24:05: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 20-01-2026 19:24:05: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node1  | [INFO] 20-01-2026 19:24:07: JOIN_COMMIT: req=1218047126 new=node4 topo=2
z11_node4  | [INFO] 20-01-2026 19:24:07: JOIN_COMMIT: req=1218047126 new=node4 topo=2
z11_node2  | [INFO] 20-01-2026 19:24:07: JOIN_INFLIGHT COMPLETE: new prev=node4 topo=2
z11_node0  | [INFO] 20-01-2026 19:24:07: JOIN_COMMIT: req=1218047126 new=node4 topo=2
z11_node2  | [INFO] 20-01-2026 19:24:07: JOIN_REQUEST id=126124206 name=node5 uni=5000 from=172.18.0.4
z11_node2  | [INFO] 20-01-2026 19:24:07: TOKEN: have_token=1 pending=1 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:07: JOIN_INFLIGHT START: joiner=node5 req=126124206 (prev=node4 curr=node2)
z11_node3  | [INFO] 20-01-2026 19:24:08: JOIN_COMMIT: req=1218047126 new=node4 topo=2
z11_node5  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node0  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node1  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node4  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node1  | [INFO] 20-01-2026 19:24:15: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node5  | [INFO] 20-01-2026 19:24:15: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node2  | [INFO] 20-01-2026 19:24:15: JOIN_INFLIGHT COMPLETE: new prev=node5 topo=3
z11_node3  | [INFO] 20-01-2026 19:24:15: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node0  | [INFO] 20-01-2026 19:24:15: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node2  | [INFO] 20-01-2026 19:24:15: JOIN_REQUEST id=2109258571 name=node6 uni=5000 from=172.18.0.5
z11_node2  | [INFO] 20-01-2026 19:24:15: TOKEN: have_token=1 pending=1 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:15: JOIN_INFLIGHT START: joiner=node6 req=2109258571 (prev=node5 curr=node2)
z11_node4  | [INFO] 20-01-2026 19:24:16: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node2  | [INFO] 20-01-2026 19:24:23: JOIN_INFLIGHT COMPLETE: new prev=node6 topo=4
z11_node0  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node3  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node6  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node5  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node4  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node1  | [INFO] 20-01-2026 19:24:23: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node2  | [INFO] 20-01-2026 19:24:24: JOIN_COMMIT: req=338830663 new=node3 topo=1
z11_node2  | [INFO] 20-01-2026 19:24:24: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:24:25: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:24:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:26: JOIN_COMMIT: req=1218047126 new=node4 topo=2
z11_node2  | [INFO] 20-01-2026 19:24:26: JOIN_COMMIT: req=126124206 new=node5 topo=3
z11_node2  | [INFO] 20-01-2026 19:24:26: JOIN_COMMIT: req=2109258571 new=node6 topo=4
z11_node1  | [INFO] 20-01-2026 19:24:26: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:24:26: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:24:26: Attaching CLI token: kapitan 44
z11_node1  | 
z11_node3  | [INFO] 20-01-2026 19:24:27: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:24:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:24:27: Full token received for another node - forwarding
z11_node3  | 
z11_node4  | [INFO] 20-01-2026 19:24:28: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:24:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:24:28: Full token received for another node - forwarding
z11_node4  | 
z11_node5  | [INFO] 20-01-2026 19:24:29: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:24:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:24:29: Full token received for another node - forwarding
z11_node5  | 
z11_node6  | [INFO] 20-01-2026 19:24:30: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:24:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:24:30: Full token received for another node - forwarding
z11_node6  | 
z11_node2  | [INFO] 20-01-2026 19:24:31: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:24:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:31: Full token received for another node - forwarding
z11_node2  | 
z11_node0  | [INFO] 20-01-2026 19:24:32: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:24:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:24:32: Received token for me: kapitan 44
z11_node0  | 
z11_node1  | [INFO] 20-01-2026 19:24:33: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:24:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:24:34: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:24:34: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:24:35: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:24:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:24:36: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:24:36: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:24:37: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:24:37: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:38: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:24:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:24:39: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:24:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:24:40: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:24:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:24:41: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:24:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:24:42: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:24:42: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:24:43: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:24:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:24:44: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:24:44: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:45: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:24:45: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:24:46: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:24:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:24:47: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:24:47: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:24:48: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:24:48: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:24:49: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:24:49: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:24:50: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:24:50: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:24:51: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:24:51: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:52: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:24:52: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:24:53: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:24:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:24:54: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:24:54: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:24:55: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:24:55: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:24:56: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:24:56: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:24:57: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:24:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:24:58: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:24:58: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:24:59: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:24:59: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:00: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:00: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:01: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:01: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:02: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:03: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:03: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:04: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:05: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:05: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:06: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:07: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:08: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:08: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:09: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:10: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:10: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:11: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:12: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:13: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:14: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:14: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:15: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:15: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:16: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:16: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:17: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:17: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:18: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:19: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:19: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:20: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:21: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:22: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:23: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:24: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:24: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:25: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:26: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:26: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:27: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:28: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:29: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:30: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:31: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:32: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:33: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:34: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:34: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:35: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:36: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:36: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:37: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:37: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:38: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:39: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:25:40: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:25:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:25:41: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:25:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:25:42: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:25:42: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:25:43: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:25:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:25:44: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:25:44: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:25:45: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:25:45: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:25:46: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:25:46: TOKEN: have_token=1 pending=0 inflight=0

