z11_node0  | [INFO] 21-01-2026 19:19:12: Node initalized, waiting for UDP packets
z11_node6  | [INFO] 21-01-2026 19:19:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:19:26: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:19:26: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:19:27: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:19:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:19:28: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:19:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:29: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:19:30: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:19:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:19:31: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:19:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:19:32: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:19:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:19:33: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:19:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:19:34: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:19:34: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:19:35: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:19:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:36: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:36: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:19:37: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:19:37: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:19:38: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:19:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:19:39: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:19:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:19:40: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:19:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:19:41: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:19:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:19:42: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:19:42: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:43: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:19:44: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:19:44: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:19:45: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:19:45: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:19:46: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:19:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:19:47: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:19:47: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:19:48: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:19:48: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:19:49: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:19:49: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:50: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:50: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:19:51: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:19:51: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:19:52: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:19:52: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:19:53: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:19:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:19:54: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:19:54: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:19:55: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:19:55: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:19:56: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:19:56: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:57: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:19:58: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:19:58: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:19:59: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:19:59: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:20:00: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:20:00: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:20:01: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:20:01: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:20:02: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:20:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:20:02: Attaching CLI token: kapitan 44
z11_node1  | 
z11_node2  | [INFO] 21-01-2026 19:20:03: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:20:03: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:20:03: Full token received for another node - forwarding
z11_node2  | 
z11_node3  | [INFO] 21-01-2026 19:20:04: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:04: Full token received for another node - forwarding
z11_node3  | 
z11_node4  | [INFO] 21-01-2026 19:20:05: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:20:05: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:20:05: Full token received for another node - forwarding
z11_node4  | 
z11_node5  | [INFO] 21-01-2026 19:20:06: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:20:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:20:06: Full token received for another node - forwarding
z11_node5  | 
z11_node6  | [INFO] 21-01-2026 19:20:07: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:20:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:20:07: Full token received for another node - forwarding
z11_node6  | 
z11_node0  | [INFO] 21-01-2026 19:20:08: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:20:08: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:20:08: Received token for me: kapitan 44
z11_node0  | 
z11_node1  | [INFO] 21-01-2026 19:20:09: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:20:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:20:10: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:20:10: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:11: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:20:12: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:20:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:20:13: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:20:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:20:14: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:20:14: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:20:15: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:20:15: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:20:16: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:20:16: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:20:17: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:20:17: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:18: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:20:19: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:20:19: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:20:20: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:20:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:20:21: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:20:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:20:22: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:20:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 19:20:23: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:20:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:20:24: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:20:24: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:25: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:20:26: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:20:26: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:20:27: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:20:27: TOKEN: have_token=1 pending=0 inflight=0

