z11_node4  | [INFO] Delaying start by 2s
z11_node1  | [INFO] 21-01-2026 19:08:49: JOIN_COMMIT: req=955900391 new=node4 topo=2
z11_node2  | [INFO] 21-01-2026 19:08:49: JOIN_INFLIGHT COMPLETE: new prev=node4 topo=2
z11_node2  | [INFO] 21-01-2026 19:08:50: JOIN_REQUEST id=766804216 name=node5 uni=5000 from=172.18.0.6
z11_node2  | [INFO] 21-01-2026 19:08:50: TOKEN: have_token=1 pending=1 inflight=0
z11_node2  | [INFO] 21-01-2026 19:08:50: JOIN_INFLIGHT START: joiner=node5 req=766804216 (prev=node4 curr=node2)
z11_node0  | [INFO] 21-01-2026 19:08:50: JOIN_REQUEST id=766804216 name=node5 uni=5000 from=172.18.0.6
z11_node3  | [INFO] 21-01-2026 19:08:50: JOIN_REQUEST id=766804216 name=node5 uni=5000 from=172.18.0.6
z11_node4  | [INFO] 21-01-2026 19:08:50: JOIN_REQUEST id=766804216 name=node5 uni=5000 from=172.18.0.6
z11_node1  | [INFO] 21-01-2026 19:08:50: JOIN_REQUEST id=766804216 name=node5 uni=5000 from=172.18.0.6
z11_node3  | [INFO] 21-01-2026 19:08:52: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:08:52: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:08:52: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node5  | [INFO] 21-01-2026 19:08:52: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node4  | [INFO] 21-01-2026 19:08:52: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node1  | [INFO] 21-01-2026 19:08:55: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node5  | [INFO] 21-01-2026 19:08:55: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node2  | [INFO] 21-01-2026 19:08:55: JOIN_INFLIGHT COMPLETE: new prev=node5 topo=3
z11_node0  | [INFO] 21-01-2026 19:08:55: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node3  | [INFO] 21-01-2026 19:08:55: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node2  | [INFO] 21-01-2026 19:08:56: JOIN_REQUEST id=3591090919 name=node6 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:08:56: TOKEN: have_token=1 pending=1 inflight=0
z11_node2  | [INFO] 21-01-2026 19:08:56: JOIN_INFLIGHT START: joiner=node6 req=3591090919 (prev=node5 curr=node2)
z11_node4  | [INFO] 21-01-2026 19:08:56: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node6  | [INFO] 21-01-2026 19:09:01: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node4  | [INFO] 21-01-2026 19:09:01: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node0  | [INFO] 21-01-2026 19:09:01: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node1  | [INFO] 21-01-2026 19:09:01: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node2  | [INFO] 21-01-2026 19:09:01: JOIN_INFLIGHT COMPLETE: new prev=node6 topo=4
z11_node3  | [INFO] 21-01-2026 19:09:01: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node5  | [INFO] 21-01-2026 19:09:02: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node2  | [INFO] 21-01-2026 19:09:02: JOIN_COMMIT: req=1985024211 new=node3 topo=1
z11_node2  | [INFO] 21-01-2026 19:09:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:09:03: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:09:03: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:09:04: JOIN_COMMIT: req=955900391 new=node4 topo=2
z11_node2  | [INFO] 21-01-2026 19:09:04: JOIN_COMMIT: req=766804216 new=node5 topo=3
z11_node2  | [INFO] 21-01-2026 19:09:04: JOIN_COMMIT: req=3591090919 new=node6 topo=4
z11_node1  | [INFO] 21-01-2026 19:09:04: Received token via unicast
z11_node1  | [INFO] 21-01-2026 19:09:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:09:05: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:09:05: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 21-01-2026 19:09:06: Received token via unicast
z11_node4  | [INFO] 21-01-2026 19:09:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:09:07: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:09:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:09:08: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:09:08: TOKEN: have_token=1 pending=0 inflight=0

