z11_node3  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node3  | [INFO] 20-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node0  | [INFO] 20-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node6  | [INFO] 20-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node3  | [INFO] 20-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node2  | [INFO] 20-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node0  | [INFO] 20-01-2026 19:28:30: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node1  | [INFO] 20-01-2026 19:28:31: JOIN_COMMIT: req=2152002190 new=node6 topo=2
z11_node1  | [INFO] 20-01-2026 19:28:31: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:33: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node1  | [INFO] 20-01-2026 19:28:33: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:35: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node1  | [INFO] 20-01-2026 19:28:35: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:40: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:41: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:42: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:43: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:44: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:45: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:47: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:48: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:49: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:50: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:51: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:52: TOKEN: have_token=1 pending=1 inflight=1
z11_node1  | [INFO] 20-01-2026 19:28:53: JOIN_INFLIGHT COMPLETE: new prev=node5 topo=3
z11_node1  | [INFO] 20-01-2026 19:28:54: TOKEN: have_token=1 pending=1 inflight=0
z11_node1  | [INFO] 20-01-2026 19:28:54: JOIN_INFLIGHT START: joiner=node4 req=4066669410 (prev=node5 curr=node1)
z11_node1  | [INFO] 20-01-2026 19:28:59: JOIN_COMMIT: req=535435875 new=node5 topo=3
z11_node1  | [INFO] 20-01-2026 19:28:59: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:03: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:04: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:07: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:08: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:09: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:11: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:13: TOKEN: have_token=1 pending=0 inflight=1
z11_node1  | [INFO] 20-01-2026 19:29:14: JOIN_INFLIGHT COMPLETE: new prev=node4 topo=4
z11_node1  | [INFO] 20-01-2026 19:29:14: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:29:14: Attaching CLI token: kapitan 44
z11_node1  | 
z11_node2  | [INFO] 20-01-2026 19:29:21: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:29:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:29:21: Full token received for another node - forwarding
z11_node2  | 
z11_node1  | [INFO] 20-01-2026 19:29:27: JOIN_COMMIT: req=4066669410 new=node4 topo=4
z11_node0  | [INFO] 20-01-2026 19:29:31: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:29:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:29:31: Received token for me: kapitan 44
z11_node0  | 
z11_node3  | [INFO] 20-01-2026 19:30:09: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:30:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:30:12: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:30:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:30:17: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:30:17: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:30:21: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:30:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:30:23: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:30:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:30:25: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:30:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:30:30: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:30:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:30:35: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:30:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:30:38: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:30:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:30:40: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:30:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:30:42: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:30:42: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:30:54: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:30:54: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:31:06: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:31:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:31:11: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:31:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:31:13: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:31:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:32:07: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:32:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:32:09: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:32:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:32:12: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:32:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:32:21: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:32:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:32:23: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:32:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:32:25: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:32:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:32:28: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:32:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:32:29: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:32:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:32:31: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:32:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:32:33: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:32:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:32:35: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:32:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:32:43: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:32:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:32:51: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:32:51: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:32:53: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:32:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:32:57: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:32:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:33:07: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:33:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:33:15: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:33:15: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:33:27: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:33:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:33:29: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:33:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:33:46: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:33:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:33:48: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:33:48: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:33:53: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:33:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:34:00: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:34:00: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:34:02: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:34:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:34:07: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:34:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:34:11: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:34:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:34:13: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:34:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:34:20: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:34:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:34:27: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:34:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:34:32: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:34:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:34:33: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:34:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:34:35: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:34:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:34:40: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:34:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 20-01-2026 19:34:47: Received token via unicast
z11_node0  | [INFO] 20-01-2026 19:34:47: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:34:54: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:34:54: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:34:56: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:34:56: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 20-01-2026 19:35:18: Received token via unicast
z11_node5  | [INFO] 20-01-2026 19:35:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node4  | [INFO] 20-01-2026 19:35:20: Received token via unicast
z11_node4  | [INFO] 20-01-2026 19:35:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 20-01-2026 19:35:22: Received token via unicast
z11_node1  | [INFO] 20-01-2026 19:35:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:35:24: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:35:24: TOKEN: have_token=1 pending=0 inflight=0

